referee,date,venue_name,venue_city,round,home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
Fernando Guerrero,2022-02-27,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 7,U.N.A.M. - Pumas,Club America,False,False,0,0,0,0,0,0,0,0,0,0
Cesar Ramos,2022-02-28,Estadio Azteca,Ciudad de Mexico,Clausura - 7,Cruz Azul,Santos Laguna,False,True,1,2,0,1,1,2,0,0,0,0
Jorge Camacho,2022-03-02,Estadio Nemesio Díez,Toluca,Clausura - 8,Toluca,Club Tijuana,False,True,1,2,1,1,1,2,0,0,0,0
Ismael Lopez,2022-03-02,Estadio Cuauhtémoc,Puebla,Clausura - 8,Puebla,FC Juarez,False,False,1,1,0,0,1,1,0,0,0,0
Luis Santander,2022-03-02,Estadio Nou Camp,Leon,Clausura - 8,Leon,Monterrey,False,False,0,0,0,0,0,0,0,0,0,0
Diego Montaño,2022-03-02,Estadio de Mazatlán,Mazatlán,Clausura - 8,Mazatlán,Necaxa,False,False,0,0,0,0,0,0,0,0,0,0
Fernando Hernandez,2022-03-02,Estadio Azteca,Ciudad de Mexico,Clausura - 8,Club America,Club Queretaro,False,False,1,1,1,0,1,1,0,0,0,0
Brian Gonzalez,2022-03-03,Estadio Jalisco,Guadalajara,Clausura - 8,Atlas,Pachuca,False,True,0,1,0,0,0,1,0,0,0,0
Victor Caceres,2022-03-03,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 8,Tigres UANL,Cruz Azul,False,False,2,2,2,1,2,2,0,0,0,0
Cesar Ramos,2022-03-03,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 8,Atletico San Luis,Guadalajara Chivas,False,False,2,2,2,0,2,2,0,0,0,0
Oscar Macías,2022-03-03,Estadio TSM Corona,Torreón,Clausura - 8,Santos Laguna,U.N.A.M. - Pumas,True,False,3,2,1,1,3,2,0,0,0,0
Guillermo Pacheco,2022-03-05,Estadio Victoria,Aguascalientes,Clausura - 9,Necaxa,Toluca,False,True,0,1,0,1,0,1,0,0,0,0
Oscar Mejia,2022-03-05,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 9,FC Juarez,Leon,False,True,0,1,0,0,0,1,0,0,0,0
Fernando Guerrero,2022-03-05,Estadio La Corregidora,Queretaro,Clausura - 9,Club Queretaro,Atlas,False,True,0,1,0,1,0,1,0,0,0,0
Erick Miranda,2022-03-06,Estadio BBVA,Monterrey,Clausura - 9,Monterrey,Club America,True,False,2,1,1,1,2,1,0,0,0,0
Jorge Perez,2022-03-06,Estadio Azteca,Ciudad de Mexico,Clausura - 9,Cruz Azul,Puebla,False,True,1,3,1,2,1,3,0,0,0,0
Victor Caceres,2022-03-06,Estadio AKRON,Zapopan,Clausura - 9,Guadalajara Chivas,Santos Laguna,True,False,1,0,0,0,1,0,0,0,0,0
Luis Santander,2022-03-27,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 9,U.N.A.M. - Pumas,Mazatlán,False,False,1,1,0,0,1,1,0,0,0,0
Ismael Lopez,2022-04-08,Estadio Hidalgo,Pachuca,Clausura - 9,Pachuca,Tigres UANL,True,False,2,1,0,0,2,1,0,0,0,0
Jesus Lopez,2022-04-07,Estadio Caliente,Tijuana,Clausura - 9,Club Tijuana,Atletico San Luis,False,False,1,1,0,0,1,1,0,0,0,0
Brian Gonzalez,2022-03-14,Estadio TSM Corona,Torreón,Clausura - 10,Santos Laguna,Club Tijuana,True,False,4,0,1,0,4,0,0,0,0,0
Oscar Mejia,2022-03-12,Estadio Victoria,Aguascalientes,Clausura - 10,Necaxa,Club Queretaro,True,False,1,0,1,0,1,0,0,0,0,0
Erick Miranda,2022-03-12,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 10,FC Juarez,Atlas,False,True,1,2,0,1,1,2,0,0,0,0
Fernando Guerrero,2022-03-12,Estadio Nou Camp,Leon,Clausura - 10,Leon,Tigres UANL,False,True,0,3,0,2,0,3,0,0,0,0
Daniel Quintero,2022-03-12,Estadio BBVA,Monterrey,Clausura - 10,Monterrey,Mazatlán,True,False,2,1,2,0,2,1,0,0,0,0
Fernando Hernandez,2022-03-13,Estadio Azteca,Ciudad de Mexico,Clausura - 10,Cruz Azul,U.N.A.M. - Pumas,True,False,2,1,1,1,2,1,0,0,0,0
Jorge Perez,2022-03-13,Estadio AKRON,Zapopan,Clausura - 10,Guadalajara Chivas,Club America,False,False,0,0,0,0,0,0,0,0,0,0
Cesar Ramos,2022-03-13,Estadio Nemesio Díez,Toluca,Clausura - 10,Toluca,Pachuca,False,True,0,3,0,1,0,3,0,0,0,0
Luis Santander,2022-03-13,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 10,Atletico San Luis,Puebla,True,False,2,1,1,0,2,1,0,0,0,0
Fernando Hernandez,2022-03-18,Estadio Morelos,Morelia,Clausura - 11,Club Queretaro,Atletico San Luis,True,False,2,1,0,0,2,1,0,0,0,0
Fernando Guerrero,2022-03-19,Estadio Cuauhtémoc,Puebla,Clausura - 11,Puebla,Santos Laguna,False,False,2,2,0,0,2,2,0,0,0,0
Luis Santander,2022-03-21,Estadio Caliente,Tijuana,Clausura - 11,Club Tijuana,FC Juarez,True,False,1,0,0,0,1,0,0,0,0,0
Ismael Lopez,2022-03-21,Estadio de Mazatlán,Mazatlán,Clausura - 11,Mazatlán,Leon,False,True,1,2,0,2,1,2,0,0,0,0
Adonai Escobedo,2022-03-19,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 11,U.N.A.M. - Pumas,Necaxa,False,True,1,3,0,2,1,3,0,0,0,0
Jorge Perez,2022-03-20,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 11,Tigres UANL,Monterrey,True,False,2,0,0,0,2,0,0,0,0,0
Brian Gonzalez,2022-03-20,Estadio Hidalgo,Pachuca,Clausura - 11,Pachuca,Cruz Azul,True,False,1,0,1,0,1,0,0,0,0,0
Oscar Mejia,2022-03-20,Estadio Azteca,Ciudad de Mexico,Clausura - 11,Club America,Toluca,True,False,3,0,3,0,3,0,0,0,0,0
Cesar Ramos,2022-03-21,Estadio Jalisco,Guadalajara,Clausura - 11,Atlas,Guadalajara Chivas,False,False,1,1,0,0,1,1,0,0,0,0
Cesar Ramos,2022-04-02,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 12,Atletico San Luis,Mazatlán,True,False,1,0,0,0,1,0,0,0,0,0
Luis Santander,2022-04-03,Estadio Azteca,Ciudad de Mexico,Clausura - 12,Cruz Azul,Atlas,True,False,1,0,1,0,1,0,0,0,0,0
Daniel Quintero,2022-04-03,Estadio Victoria,Aguascalientes,Clausura - 12,Necaxa,Club America,False,True,0,1,0,0,0,1,0,0,0,0
Diego Montaño,2022-04-14,Estadio AKRON,Zapopan,Clausura - 12,Guadalajara Chivas,Monterrey,False,True,1,3,1,1,1,3,0,0,0,0
Fernando Guerrero,2022-04-03,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 12,FC Juarez,U.N.A.M. - Pumas,False,True,0,1,0,0,0,1,0,0,0,0
Fernando Hernandez,2022-04-03,Estadio Nemesio Díez,Toluca,Clausura - 12,Toluca,Puebla,True,False,2,1,2,1,2,1,0,0,0,0
Guillermo Pacheco,2022-04-03,Estadio Nou Camp,Leon,Clausura - 12,Leon,Club Queretaro,False,False,1,1,0,1,1,1,0,0,0,0
Oscar Macías,2022-04-04,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 12,Tigres UANL,Club Tijuana,True,False,2,0,0,0,2,0,0,0,0,0
Adonai Escobedo,2022-04-04,Estadio TSM Corona,Torreón,Clausura - 12,Santos Laguna,Pachuca,True,False,3,1,1,0,3,1,0,0,0,0
Jorge Perez,2022-04-08,Estadio Jalisco,Guadalajara,Clausura - 13,Atlas,Necaxa,True,False,2,1,1,0,2,1,0,0,0,0
Brian Gonzalez,2022-04-09,Estadio Cuauhtémoc,Puebla,Clausura - 13,Puebla,U.N.A.M. - Pumas,False,False,2,2,2,1,2,2,0,0,0,0
Erick Miranda,2022-04-09,Estadio de Mazatlán,Mazatlán,Clausura - 13,Mazatlán,Cruz Azul,False,False,1,1,1,0,1,1,0,0,0,0
Luis Santander,2022-04-09,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 13,Atletico San Luis,Leon,True,False,2,0,1,0,2,0,0,0,0,0
Marco Ortíz,2022-04-10,Estadio BBVA,Monterrey,Clausura - 13,Monterrey,Santos Laguna,True,False,1,0,0,0,1,0,0,0,0,0
Oscar Macías,2022-04-10,Estadio Nemesio Díez,Toluca,Clausura - 13,Toluca,Guadalajara Chivas,False,False,1,1,0,0,1,1,0,0,0,0
Cesar Ramos,2022-04-10,Estadio Azteca,Ciudad de Mexico,Clausura - 13,Club America,FC Juarez,True,False,3,0,2,0,3,0,0,0,0,0
Diego Montaño,2022-04-11,Estadio La Corregidora,Queretaro,Clausura - 13,Club Queretaro,Tigres UANL,False,True,0,1,0,0,0,1,0,0,0,0
Daniel Quintero,2022-04-12,Estadio Hidalgo,Pachuca,Clausura - 13,Pachuca,Club Tijuana,False,False,0,0,0,0,0,0,0,0,0,0
Ismael Lopez,2022-04-15,Estadio Jalisco,Guadalajara,Clausura - 14,Atlas,Mazatlán,False,True,1,2,0,2,1,2,0,0,0,0
Oscar Mejia,2022-04-16,Estadio Victoria,Aguascalientes,Clausura - 14,Necaxa,Atletico San Luis,True,False,4,2,3,1,4,2,0,0,0,0
Luis Santander,2022-04-16,Estadio Caliente,Tijuana,Clausura - 14,Club Tijuana,Club America,False,True,1,3,1,2,1,3,0,0,0,0
Oscar Macías,2022-04-16,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 14,FC Juarez,Pachuca,False,True,1,2,1,1,1,2,0,0,0,0
Eduardo Galvan,2022-04-16,Estadio Nou Camp,Leon,Clausura - 14,Leon,Puebla,False,True,0,1,0,1,0,1,0,0,0,0
Cesar Ramos,2022-04-17,Estadio TSM Corona,Torreón,Clausura - 14,Santos Laguna,Club Queretaro,False,False,1,1,0,0,1,1,0,0,0,0
Marco Ortíz,2022-04-17,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 14,Tigres UANL,Toluca,True,False,3,0,0,0,3,0,0,0,0,0
Jorge Perez,2022-04-17,Estadio Azteca,Ciudad de Mexico,Clausura - 14,Cruz Azul,Guadalajara Chivas,False,True,0,1,0,0,0,1,0,0,0,0
Erick Miranda,2022-04-17,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 14,U.N.A.M. - Pumas,Monterrey,True,False,2,0,0,0,2,0,0,0,0,0
Oscar Mejia,2022-04-20,Estadio Hidalgo,Pachuca,Clausura - 15,Pachuca,Puebla,True,False,1,0,1,0,1,0,0,0,0,0
Jesus Lopez,2022-04-20,Estadio Victoria,Aguascalientes,Clausura - 15,Necaxa,Tigres UANL,True,False,2,0,2,0,2,0,0,0,0,0
Fernando Hernandez,2022-04-20,Estadio de Mazatlán,Mazatlán,Clausura - 15,Mazatlán,Santos Laguna,True,False,1,0,1,0,1,0,0,0,0,0
Victor Caceres,2022-04-20,Estadio Nemesio Díez,Toluca,Clausura - 15,Toluca,FC Juarez,False,True,0,1,0,0,0,1,0,0,0,0
Adonai Escobedo,2022-04-20,Estadio AKRON,Zapopan,Clausura - 15,Guadalajara Chivas,Club Tijuana,True,False,2,1,1,1,2,1,0,0,0,0
Marco Ortíz,2022-04-21,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 15,Atletico San Luis,U.N.A.M. - Pumas,True,False,2,0,1,0,2,0,0,0,0,0
Diego Montaño,2022-04-21,Estadio Azteca,Ciudad de Mexico,Clausura - 15,Club America,Leon,True,False,2,0,1,0,2,0,0,0,0,0
Cesar Ramos,2022-04-21,Estadio BBVA,Monterrey,Clausura - 15,Monterrey,Atlas,False,False,0,0,0,0,0,0,0,0,0,0
Fernando Guerrero,2022-04-22,Estadio La Corregidora,Queretaro,Clausura - 15,Club Queretaro,Cruz Azul,False,True,0,1,0,0,0,1,0,0,0,0
Ismael López,2022-04-23,Estadio Cuauhtémoc,Puebla,Clausura - 16,Puebla,Necaxa,False,True,0,1,0,0,0,1,0,0,0,0
Oscar Mejia,2022-04-23,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 16,FC Juarez,Mazatlán,False,True,0,2,0,1,0,2,0,0,0,0
Luis Santander,2022-04-23,Estadio Hidalgo,Pachuca,Clausura - 16,Pachuca,Monterrey,True,False,3,0,1,0,3,0,0,0,0,0
Fernando Hernandez,2022-04-24,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 16,Tigres UANL,Club America,False,True,0,2,0,1,0,2,0,0,0,0
Oscar Macías,2022-04-24,Estadio AKRON,Zapopan,Clausura - 16,Guadalajara Chivas,U.N.A.M. - Pumas,True,False,3,1,2,0,3,1,0,0,0,0
Fernando Guerrero,2022-04-24,Estadio Nemesio Díez,Toluca,Clausura - 16,Toluca,Atlas,False,True,2,4,1,2,2,4,0,0,0,0
Jesus Lopez,2022-04-24,Estadio Azteca,Ciudad de Mexico,Clausura - 16,Cruz Azul,Atletico San Luis,False,True,0,1,0,1,0,1,0,0,0,0
Adonai Escobedo,2022-04-25,Estadio TSM Corona,Torreón,Clausura - 16,Santos Laguna,Leon,False,False,1,1,0,0,1,1,0,0,0,0
Marco Ortíz,2022-04-25,Estadio Caliente,Tijuana,Clausura - 16,Club Tijuana,Club Queretaro,False,False,2,2,2,0,2,2,0,0,0,0
Cesar Ramos,2022-04-30,Estadio Victoria,Aguascalientes,Clausura - 17,Necaxa,Guadalajara Chivas,False,True,0,1,0,0,0,1,0,0,0,0
Jorge Perez,2022-04-30,Estadio de Mazatlán,Mazatlán,Clausura - 17,Mazatlán,Puebla,True,False,2,1,0,0,2,1,0,0,0,0
Adonai Escobedo,2022-04-30,Estadio La Corregidora,Queretaro,Clausura - 17,Club Queretaro,FC Juarez,True,False,4,0,2,0,4,0,0,0,0,0
Oscar Mejia,2022-05-01,Estadio Jalisco,Guadalajara,Clausura - 17,Atlas,Tigres UANL,False,False,1,1,0,0,1,1,0,0,0,0
Daniel Quintero,2022-05-01,Estadio BBVA,Monterrey,Clausura - 17,Monterrey,Club Tijuana,True,False,2,0,1,0,2,0,0,0,0,0
Marco Ortíz,2022-05-01,Estadio Azteca,Ciudad de Mexico,Clausura - 17,Club America,Cruz Azul,False,False,0,0,0,0,0,0,0,0,0,0
Fernando Hernandez,2022-05-01,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 17,U.N.A.M. - Pumas,Pachuca,True,False,2,0,0,0,2,0,0,0,0,0
Ismael Lopez,2022-05-01,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 17,Atletico San Luis,Santos Laguna,False,True,1,3,0,0,1,3,0,0,0,0
Luis Santander,2022-05-02,Estadio Nou Camp,Leon,Clausura - 17,Leon,Toluca,False,False,4,4,3,3,4,4,0,0,0,0
Fernando Guerrero,2022-05-07,Estadio Azteca,Ciudad de Mexico,Clausura - Reclasificacion,Cruz Azul,Necaxa,True,False,1,1,0,0,1,1,0,0,3,1
Jorge Perez,2022-05-08,Estadio BBVA,Monterrey,Clausura - Reclasificacion,Monterrey,Atletico San Luis,False,True,2,2,1,0,2,2,0,0,1,3
Cesar Ramos,2022-05-08,Estadio Cuauhtémoc,Puebla,Clausura - Reclasificacion,Puebla,Mazatlán,True,False,2,2,2,1,2,2,0,0,3,1
Marco Ortíz,2022-05-09,Estadio AKRON,Zapopan,Clausura - Reclasificacion,Guadalajara Chivas,U.N.A.M. - Pumas,True,False,4,1,1,1,4,1,0,0,0,0
Oscar Mejia,2022-05-12,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - Quarter-finals,Atletico San Luis,Pachuca,False,False,2,2,1,1,2,2,0,0,0,0
Marco Ortíz,2022-05-15,Estadio Hidalgo,Pachuca,Clausura - Quarter-finals,Pachuca,Atletico San Luis,True,False,3,2,0,0,3,2,0,0,0,0
Luis Santander,2022-05-12,Estadio Cuauhtémoc,Puebla,Clausura - Quarter-finals,Puebla,Club America,False,False,1,1,0,0,1,1,0,0,0,0
Julio Garcia,2022-05-14,Estadio Azteca,Ciudad de Mexico,Clausura - Quarter-finals,Club America,Puebla,True,False,3,2,1,1,3,2,0,0,0,0
Fernando Hernandez,2022-05-13,Estadio Azteca,Ciudad de Mexico,Clausura - Quarter-finals,Cruz Azul,Tigres UANL,False,True,0,1,0,1,0,1,0,0,0,0
Cesar Ramos,2022-05-16,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - Quarter-finals,Tigres UANL,Cruz Azul,False,True,0,1,0,1,0,1,0,0,0,0
Jorge Perez,2022-05-13,Estadio AKRON,Zapopan,Clausura - Quarter-finals,Guadalajara Chivas,Atlas,False,True,1,2,0,2,1,2,0,0,0,0
Fernando Hernandez,2022-05-15,Estadio Jalisco,Guadalajara,Clausura - Quarter-finals,Atlas,Guadalajara Chivas,False,False,1,1,1,0,1,1,0,0,0,0
Marco Ortíz,2022-05-19,Estadio Jalisco,Guadalajara,Clausura - Semi-finals,Atlas,Tigres UANL,True,False,3,0,1,0,3,0,0,0,0,0
Cesar Ramos,2022-05-22,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - Semi-finals,Tigres UANL,Atlas,True,False,4,2,0,1,4,2,0,0,0,0
Jorge Perez,2022-05-20,Estadio Azteca,Ciudad de Mexico,Clausura - Semi-finals,Club America,Pachuca,False,False,1,1,0,0,1,1,0,0,0,0
Fernando Hernandez,2022-05-23,Estadio Hidalgo,Pachuca,Clausura - Semi-finals,Pachuca,Club America,True,False,3,0,2,0,3,0,0,0,0,0
Marco Ortíz,2022-05-27,Estadio Jalisco,Guadalajara,Clausura - Finals,Atlas,Pachuca,True,False,2,0,1,0,2,0,0,0,0,0
Fernando Hernandez,2022-05-30,Estadio Hidalgo,Pachuca,Clausura - Finals,Pachuca,Atlas,True,False,2,1,2,1,2,1,0,0,0,0
Fernando Hernandez,2020-07-26,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 1,Cruz Azul,Santos Laguna,True,False,2,0,1,0,2,0,0,0,0,0
Oscar Mejia,2020-07-26,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 1,U.N.A.M. - Pumas,Club Queretaro,True,False,3,2,1,0,3,2,0,0,0,0
Alejandro Funk,2020-07-29,Estadio BBVA,Monterrey,Apertura - 1,Monterrey,Toluca,True,False,3,1,2,0,3,1,0,0,0,0
Mario Vargas,2020-07-28,Estadio Hidalgo,Pachuca,Apertura - 1,Pachuca,Club America,False,True,1,2,0,0,1,2,0,0,0,0
Oscar Macías,2020-08-01,Estadio Cuauhtémoc,Puebla,Apertura - 2,Puebla,Cruz Azul,False,False,1,1,0,0,1,1,0,0,0,0
Fernando Hernandez,2020-08-01,Estadio Olímpico Benito Juárez,Ciudad Juárez,Apertura - 2,FC Juarez,Necaxa,True,False,1,0,0,0,1,0,0,0,0,0
Adonai Escobedo,2020-08-02,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 2,Club America,Club Tijuana,True,False,4,0,1,0,4,0,0,0,0,0
Cesar Ramos,2020-08-02,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - 2,Tigres UANL,Pachuca,False,False,1,1,0,0,1,1,0,0,0,0
Jorge Perez,2020-08-04,Estadio Jalisco,Guadalajara,Apertura - 2,Atlas,U.N.A.M. - Pumas,False,True,1,2,0,1,1,2,0,0,0,0
Diego Montaño,2020-08-02,Estadio Nemesio Díez,Toluca,Apertura - 2,Toluca,Atletico San Luis,True,False,3,2,2,1,3,2,0,0,0,0
Erick Miranda,2020-08-03,Estadio La Corregidora,Queretaro,Apertura - 2,Club Queretaro,Mazatlán,False,False,1,1,0,0,1,1,0,0,0,0
Eduardo Galvan,2020-08-03,Estadio TSM Corona,Torreón,Apertura - 2,Santos Laguna,Guadalajara Chivas,True,False,2,0,1,0,2,0,0,0,0,0
Fernando Guerrero,2020-08-04,Estadio Nou Camp,Leon,Apertura - 2,Leon,Monterrey,True,False,1,0,0,0,1,0,0,0,0,0
Adonai Escobedo,2020-08-07,Estadio Hidalgo,Pachuca,Apertura - 3,Pachuca,Club Queretaro,True,False,1,0,1,0,1,0,0,0,0,0
Fernando Guerrero,2020-08-07,Estadio Caliente,Tijuana,Apertura - 3,Club Tijuana,Tigres UANL,False,False,0,0,0,0,0,0,0,0,0,0
Jorge Rojas,2020-08-08,Estadio Victoria,Aguascalientes,Apertura - 3,Necaxa,Club America,False,False,1,1,0,1,1,1,0,0,0,0
Oscar Mejia,2020-08-08,Estadio de Mazatlán,Mazatlán,Apertura - 3,Mazatlán,Toluca,True,False,2,1,2,1,2,1,0,0,0,0
Cesar Ramos,2020-08-09,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 3,Cruz Azul,Leon,True,False,2,0,1,0,2,0,0,0,0,0
Marco Ortíz,2020-08-09,Estadio BBVA,Monterrey,Apertura - 3,Monterrey,Santos Laguna,False,False,2,2,1,1,2,2,0,0,0,0
Jorge Perez,2020-08-09,Estadio AKRON,Zapopan,Apertura - 3,Guadalajara Chivas,Puebla,False,True,0,1,0,0,0,1,0,0,0,0
Oscar Macías,2020-08-09,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 3,U.N.A.M. - Pumas,FC Juarez,False,False,1,1,0,0,1,1,0,0,0,0
Fernando Hernandez,2020-08-10,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Apertura - 3,Atletico San Luis,Atlas,False,False,1,1,1,1,1,1,0,0,0,0
Jorge Perez,2020-08-12,Estadio Victoria,Aguascalientes,Apertura - 4,Necaxa,Mazatlán,True,False,1,0,1,0,1,0,0,0,0,0
Eduardo Galvan,2020-08-12,Estadio Hidalgo,Pachuca,Apertura - 4,Pachuca,Leon,False,True,0,1,0,0,0,1,0,0,0,0
Erick Miranda,2020-08-12,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - 4,Tigres UANL,Puebla,True,False,2,1,2,0,2,1,0,0,0,0
Jorge Rojas,2020-08-13,Estadio La Corregidora,Queretaro,Apertura - 4,Club Queretaro,Cruz Azul,True,False,1,0,1,0,1,0,0,0,0,0
Adonai Escobedo,2020-08-13,Estadio Olímpico Benito Juárez,Ciudad Juárez,Apertura - 4,FC Juarez,Guadalajara Chivas,False,True,0,2,0,0,0,2,0,0,0,0
Marco Ortíz,2020-08-13,Estadio Caliente,Tijuana,Apertura - 4,Club Tijuana,Atletico San Luis,False,True,0,2,0,1,0,2,0,0,0,0
Diego Montaño,2020-08-13,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 4,U.N.A.M. - Pumas,Monterrey,False,False,1,1,1,0,1,1,0,0,0,0
Luis Santander,2020-08-14,Estadio Jalisco,Guadalajara,Apertura - 4,Atlas,Toluca,False,True,1,2,1,1,1,2,0,0,0,0
Fernando Hernandez,2020-08-14,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 4,Club America,Santos Laguna,True,False,3,1,3,0,3,1,0,0,0,0
Fernando Guerrero,2020-08-15,Estadio Cuauhtémoc,Puebla,Apertura - 5,Puebla,Pachuca,False,True,0,1,0,0,0,1,0,0,0,0
Cesar Ramos,2020-08-16,Estadio AKRON,Zapopan,Apertura - 5,Guadalajara Chivas,Atletico San Luis,True,False,2,1,0,0,2,1,0,0,0,0
Jorge Perez,2020-08-16,Estadio Azteca,Ciudad de Mexico,Apertura - 5,Cruz Azul,FC Juarez,True,False,3,2,1,1,3,2,0,0,0,0
Eduardo Galvan,2020-08-16,Estadio BBVA,Monterrey,Apertura - 5,Monterrey,Necaxa,False,False,1,1,0,0,1,1,0,0,0,0
Alejandro Funk,2020-08-16,Estadio de Mazatlán,Mazatlán,Apertura - 5,Mazatlán,U.N.A.M. - Pumas,False,False,0,0,0,0,0,0,0,0,0,0
Jorge Rojas,2020-08-16,Estadio Nemesio Díez,Toluca,Apertura - 5,Toluca,Tigres UANL,True,False,3,2,1,1,3,2,0,0,0,0
Oscar Mejia,2020-08-17,Estadio TSM Corona,Torreón,Apertura - 5,Santos Laguna,Atlas,False,False,0,0,0,0,0,0,0,0,0,0
Diego Montaño,2020-08-17,Estadio La Corregidora,Queretaro,Apertura - 5,Club Queretaro,Club America,True,False,4,1,1,0,4,1,0,0,0,0
Erick Miranda,2020-08-18,Estadio Nou Camp,Leon,Apertura - 5,Leon,Club Tijuana,True,False,2,1,0,1,2,1,0,0,0,0
Diego Montaño,2020-08-24,Estadio Caliente,Tijuana,Apertura - 6,Club Tijuana,Puebla,True,False,1,0,1,0,1,0,0,0,0,0
Adonai Escobedo,2020-08-22,Estadio Victoria,Aguascalientes,Apertura - 6,Necaxa,Santos Laguna,True,False,2,1,0,1,2,1,0,0,0,0
Fernando Hernandez,2020-08-22,Estadio Olímpico Benito Juárez,Ciudad Juárez,Apertura - 6,FC Juarez,Leon,False,False,0,0,0,0,0,0,0,0,0,0
Alejandro Funk,2020-08-23,Estadio Jalisco,Guadalajara,Apertura - 6,Atlas,Club Queretaro,True,False,1,0,1,0,1,0,0,0,0,0
Jorge Perez,2020-08-23,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Apertura - 6,Tigres UANL,U.N.A.M. - Pumas,False,False,1,1,0,0,1,1,0,0,0,0
Fernando Guerrero,2020-08-23,Estadio Azteca,Ciudad de Mexico,Apertura - 6,Club America,Monterrey,False,True,1,3,0,2,1,3,0,0,0,0
Marco Ortíz,2020-08-23,Estadio Nemesio Díez,Toluca,Apertura - 6,Toluca,Guadalajara Chivas,True,False,1,0,0,0,1,0,0,0,0,0
Oscar Mejia,2020-08-24,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Apertura - 6,Atletico San Luis,Cruz Azul,False,True,1,3,1,2,1,3,0,0,0,0
Cesar Ramos,2020-08-25,Estadio Hidalgo,Pachuca,Apertura - 6,Pachuca,Mazatlán,True,False,4,3,2,1,4,3,0,0,0,0
Eduardo Galvan,2020-08-29,Estadio Cuauhtémoc,Puebla,Apertura - 7,Puebla,Toluca,True,False,4,1,2,1,4,1,0,0,0,0
Oscar Mejia,2020-08-29,Estadio de Mazatlán,Mazatlán,Apertura - 7,Mazatlán,Tigres UANL,False,False,1,1,0,0,1,1,0,0,0,0
Cesar Ramos,2020-08-31,Estadio BBVA,Monterrey,Apertura - 7,Monterrey,FC Juarez,True,False,2,1,0,1,2,1,0,0,0,0
Jorge Perez,2020-08-30,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Apertura - 7,Atletico San Luis,Club America,False,True,1,2,1,1,1,2,0,0,0,0
Fernando Hernandez,2020-08-30,Estadio AKRON,Zapopan,Apertura - 7,Guadalajara Chivas,Pachuca,False,False,0,0,0,0,0,0,0,0,0,0
Marco Ortíz,2020-08-30,Estadio Azteca,Ciudad de Mexico,Apertura - 7,Cruz Azul,Necaxa,True,False,3,0,1,0,3,0,0,0,0,0
Jorge Rojas,2020-08-30,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 7,U.N.A.M. - Pumas,Club Tijuana,True,False,3,0,1,0,3,0,0,0,0,0
Fernando Guerrero,2020-08-31,Estadio TSM Corona,Torreón,Apertura - 7,Santos Laguna,Club Queretaro,True,False,2,1,1,1,2,1,0,0,0,0
Adonai Escobedo,2020-09-01,Estadio Nou Camp,Leon,Apertura - 7,Leon,Atlas,True,False,2,1,2,1,2,1,0,0,0,0
