referee,date,venue_name,venue_city,round,home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
No hay registro,2018-02-15,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 7,U.N.A.M. - Pumas,Veracruz,False,True,1,2,1,2,1,2,0,0,0,0
No hay registro,2018-02-15,Estadio Cuauhtémoc,Puebla,Clausura - 7,Puebla,Toluca,True,False,2,0,2,0,2,0,0,0,0,0
No hay registro,2018-02-15,Estadio Hidalgo,Pachuca,Clausura - 7,Pachuca,Club Tijuana,True,False,2,0,1,0,2,0,0,0,0,0
No hay registro,2018-02-17,Estadio Morelos,Morelia,Clausura - 8,Monarcas,Lobos Buap,True,False,2,1,0,1,2,1,0,0,0,0
No hay registro,2018-02-17,Estadio Azul,Ciudad de Mexico,Clausura - 8,Cruz Azul,Puebla,False,False,1,1,1,0,1,1,0,0,0,0
No hay registro,2018-02-18,Estadio Volcan,San Nicolás de los Garza,Clausura - 8,Tigres UANL,Atlas,True,False,2,0,1,0,2,0,0,0,0,0
No hay registro,2018-02-18,Estadio Nou Camp,Leon,Clausura - 8,Leon,Club Queretaro,False,False,1,1,0,1,1,1,0,0,0,0
No hay registro,2018-02-18,Estadio Caliente,Tijuana,Clausura - 8,Club Tijuana,U.N.A.M. - Pumas,True,False,4,1,2,1,4,1,0,0,0,0
No hay registro,2018-02-18,Estadio Victoria,Aguascalientes,Clausura - 8,Necaxa,Monterrey,True,False,3,0,1,0,3,0,0,0,0,0
No hay registro,2018-02-18,Estadio AKRON,Zapopan,Clausura - 8,Guadalajara Chivas,Pachuca,False,False,1,1,0,0,1,1,0,0,0,0
No hay registro,2018-02-18,Estadio Nemesio Díez,Toluca,Clausura - 8,Toluca,Santos Laguna,True,False,2,0,1,0,2,0,0,0,0,0
No hay registro,2018-02-19,Estadio Luis Pirata Fuente,Veracruz,Clausura - 8,Veracruz,Club America,False,False,1,1,0,0,1,1,0,0,0,0
No hay registro,2018-02-24,Estadio Cuauhtémoc,Puebla,Clausura - 9,Puebla,Necaxa,False,False,1,1,0,0,1,1,0,0,0,0
No hay registro,2018-02-24,Estadio Jalisco,Guadalajara,Clausura - 9,Atlas,Monterrey,False,True,0,1,0,0,0,1,0,0,0,0
No hay registro,2018-02-24,Estadio Universitario BUAP,Puebla,Clausura - 9,Lobos Buap,Veracruz,True,False,5,0,1,0,5,0,0,0,0,0
No hay registro,2018-02-24,Estadio La Corregidora,Queretaro,Clausura - 9,Club Queretaro,Toluca,False,True,0,2,0,1,0,2,0,0,0,0
No hay registro,2018-02-25,Estadio Volcan,San Nicolás de los Garza,Clausura - 9,Tigres UANL,Monarcas,True,False,2,1,2,0,2,1,0,0,0,0
No hay registro,2018-02-25,Estadio Hidalgo,Pachuca,Clausura - 9,Pachuca,Leon,True,False,2,1,0,1,2,1,0,0,0,0
No hay registro,2018-02-25,Estadio Azteca,Ciudad de Mexico,Clausura - 9,Club America,Club Tijuana,False,False,0,0,0,0,0,0,0,0,0,0
No hay registro,2018-02-25,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 9,U.N.A.M. - Pumas,Guadalajara Chivas,False,False,1,1,1,0,1,1,0,0,0,0
No hay registro,2018-02-26,Estadio TSM Corona,Torreón,Clausura - 9,Santos Laguna,Cruz Azul,True,False,2,0,0,0,2,0,0,0,0,0
No hay registro,2018-03-03,Estadio Morelos,Morelia,Clausura - 10,Monarcas,Atlas,True,False,2,1,2,1,2,1,0,0,0,0
No hay registro,2018-03-03,Estadio Caliente,Tijuana,Clausura - 10,Club Tijuana,Lobos Buap,True,False,3,1,1,0,3,1,0,0,0,0
No hay registro,2018-03-03,Estadio Azul,Ciudad de Mexico,Clausura - 10,Cruz Azul,Club Queretaro,False,True,0,1,0,0,0,1,0,0,0,0
No hay registro,2018-03-04,Estadio BBVA,Monterrey,Clausura - 10,Monterrey,Puebla,False,True,1,3,1,2,1,3,0,0,0,0
No hay registro,2018-03-04,Estadio Nou Camp,Leon,Clausura - 10,Leon,U.N.A.M. - Pumas,True,False,3,0,2,0,3,0,0,0,0,0
No hay registro,2018-03-04,Estadio Victoria,Aguascalientes,Clausura - 10,Necaxa,Santos Laguna,False,True,1,2,1,2,1,2,0,0,0,0
No hay registro,2018-03-04,Estadio AKRON,Zapopan,Clausura - 10,Guadalajara Chivas,Club America,False,False,1,1,1,1,1,1,0,0,0,0
No hay registro,2018-03-04,Estadio Nemesio Díez,Toluca,Clausura - 10,Toluca,Pachuca,True,False,2,1,1,0,2,1,0,0,0,0
No hay registro,2018-03-05,Estadio Luis Pirata Fuente,Veracruz,Clausura - 10,Veracruz,Tigres UANL,False,True,0,2,0,2,0,2,0,0,0,0
No hay registro,2018-03-10,Estadio Morelos,Morelia,Clausura - 11,Monarcas,Veracruz,True,False,2,0,2,0,2,0,0,0,0,0
No hay registro,2018-03-10,Estadio Jalisco,Guadalajara,Clausura - 11,Atlas,Puebla,True,False,1,0,0,0,1,0,0,0,0,0
No hay registro,2018-03-10,Estadio Azul,Ciudad de Mexico,Clausura - 11,Cruz Azul,Pachuca,True,False,5,0,3,0,5,0,0,0,0,0
No hay registro,2018-03-10,Estadio Universitario BUAP,Puebla,Clausura - 11,Lobos Buap,Guadalajara Chivas,False,True,0,1,0,1,0,1,0,0,0,0
No hay registro,2018-03-10,Estadio La Corregidora,Queretaro,Clausura - 11,Club Queretaro,Necaxa,False,False,1,1,0,0,1,1,0,0,0,0
No hay registro,2018-03-11,Estadio Volcan,San Nicolás de los Garza,Clausura - 11,Tigres UANL,Club Tijuana,True,False,1,0,1,0,1,0,0,0,0,0
No hay registro,2018-03-11,Estadio Azteca,Ciudad de Mexico,Clausura - 11,Club America,Leon,True,False,2,0,1,0,2,0,0,0,0,0
No hay registro,2018-03-11,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 11,U.N.A.M. - Pumas,Toluca,False,True,0,1,0,0,0,1,0,0,0,0
No hay registro,2018-03-12,Estadio TSM Corona,Torreón,Clausura - 11,Santos Laguna,Monterrey,True,False,3,2,2,1,3,2,0,0,0,0
No hay registro,2018-03-17,Estadio Cuauhtémoc,Puebla,Clausura - 12,Puebla,Santos Laguna,False,True,0,1,0,0,0,1,0,0,0,0
No hay registro,2018-03-17,Estadio Caliente,Tijuana,Clausura - 12,Club Tijuana,Monarcas,False,False,1,1,1,1,1,1,0,0,0,0
No hay registro,2018-03-17,Estadio Azul,Ciudad de Mexico,Clausura - 12,Cruz Azul,U.N.A.M. - Pumas,False,False,1,1,0,0,1,1,0,0,0,0
No hay registro,2018-03-18,Estadio BBVA,Monterrey,Clausura - 12,Monterrey,Club Queretaro,True,False,3,1,0,1,3,1,0,0,0,0
No hay registro,2018-03-18,Estadio Nou Camp,Leon,Clausura - 12,Leon,Lobos Buap,False,False,2,2,0,1,2,2,0,0,0,0
No hay registro,2018-03-18,Estadio Victoria,Aguascalientes,Clausura - 12,Necaxa,Pachuca,False,False,1,1,0,1,1,1,0,0,0,0
No hay registro,2018-03-18,Estadio Azteca,Ciudad de Mexico,Clausura - 12,Club America,Toluca,False,True,1,2,1,1,1,2,0,0,0,0
No hay registro,2018-03-18,Estadio AKRON,Zapopan,Clausura - 12,Guadalajara Chivas,Tigres UANL,False,False,0,0,0,0,0,0,0,0,0,0
No hay registro,2018-03-19,Estadio Luis Pirata Fuente,Veracruz,Clausura - 12,Veracruz,Atlas,True,False,3,1,2,1,3,1,0,0,0,0
No hay registro,2018-03-31,Estadio Morelos,Morelia,Clausura - 13,Monarcas,Guadalajara Chivas,False,True,1,2,0,1,1,2,0,0,0,0
No hay registro,2018-03-31,Estadio Jalisco,Guadalajara,Clausura - 13,Atlas,Santos Laguna,True,False,3,2,2,0,3,2,0,0,0,0
No hay registro,2018-03-31,Estadio Universitario BUAP,Puebla,Clausura - 13,Lobos Buap,Toluca,False,True,1,2,0,1,1,2,0,0,0,0
No hay registro,2018-03-31,Estadio La Corregidora,Queretaro,Clausura - 13,Club Queretaro,Puebla,True,False,2,1,1,1,2,1,0,0,0,0
No hay registro,2018-04-01,Estadio Volcan,San Nicolás de los Garza,Clausura - 13,Tigres UANL,Leon,True,False,4,1,4,0,4,1,0,0,0,0
No hay registro,2018-04-01,Estadio Hidalgo,Pachuca,Clausura - 13,Pachuca,Monterrey,False,True,1,2,0,1,1,2,0,0,0,0
No hay registro,2018-04-01,Estadio Azteca,Ciudad de Mexico,Clausura - 13,Club America,Cruz Azul,True,False,2,1,2,1,2,1,0,0,0,0
No hay registro,2018-04-01,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 13,U.N.A.M. - Pumas,Necaxa,False,False,1,1,1,0,1,1,0,0,0,0
No hay registro,2018-04-01,Estadio Luis Pirata Fuente,Veracruz,Clausura - 13,Veracruz,Club Tijuana,True,False,1,0,1,0,1,0,0,0,0,0
No hay registro,2018-04-07,Estadio Cuauhtémoc,Puebla,Clausura - 14,Puebla,Pachuca,False,True,2,6,0,2,2,6,0,0,0,0
No hay registro,2018-04-07,Estadio Caliente,Tijuana,Clausura - 14,Club Tijuana,Atlas,False,False,2,2,2,0,2,2,0,0,0,0
No hay registro,2018-04-07,Estadio Azul,Ciudad de Mexico,Clausura - 14,Cruz Azul,Lobos Buap,True,False,1,0,1,0,1,0,0,0,0,0
No hay registro,2018-04-08,Estadio BBVA,Monterrey,Clausura - 14,Monterrey,U.N.A.M. - Pumas,True,False,2,1,2,1,2,1,0,0,0,0
No hay registro,2018-04-08,Estadio Nou Camp,Leon,Clausura - 14,Leon,Monarcas,False,True,2,3,0,2,2,3,0,0,0,0
No hay registro,2018-04-08,Estadio Victoria,Aguascalientes,Clausura - 14,Necaxa,Club America,False,False,1,1,0,0,1,1,0,0,0,0
No hay registro,2018-04-08,Estadio AKRON,Zapopan,Clausura - 14,Guadalajara Chivas,Veracruz,False,True,0,1,0,1,0,1,0,0,0,0
No hay registro,2018-04-08,Estadio Nemesio Díez,Toluca,Clausura - 14,Toluca,Tigres UANL,True,False,1,0,0,0,1,0,0,0,0,0
No hay registro,2018-04-08,Estadio TSM Corona,Torreón,Clausura - 14,Santos Laguna,Club Queretaro,True,False,3,0,0,0,3,0,0,0,0,0
No hay registro,2018-04-14,Estadio Caliente,Tijuana,Clausura - 15,Club Tijuana,Guadalajara Chivas,True,False,3,0,2,0,3,0,0,0,0,0
No hay registro,2018-04-14,Estadio Jalisco,Guadalajara,Clausura - 15,Atlas,Club Queretaro,True,False,1,0,0,0,1,0,0,0,0,0
No hay registro,2018-04-14,Estadio Universitario BUAP,Puebla,Clausura - 15,Lobos Buap,Necaxa,False,True,0,1,0,0,0,1,0,0,0,0
No hay registro,2018-04-15,Estadio Volcan,San Nicolás de los Garza,Clausura - 15,Tigres UANL,Cruz Azul,False,False,2,2,0,1,2,2,0,0,0,0
No hay registro,2018-04-15,Estadio Hidalgo,Pachuca,Clausura - 15,Pachuca,Santos Laguna,True,False,3,1,2,1,3,1,0,0,0,0
No hay registro,2018-04-15,Estadio Morelos,Morelia,Clausura - 15,Monarcas,Toluca,False,True,0,1,0,0,0,1,0,0,0,0
No hay registro,2018-04-15,Estadio Azteca,Ciudad de Mexico,Clausura - 15,Club America,Monterrey,False,False,0,0,0,0,0,0,0,0,0,0
No hay registro,2018-04-15,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 15,U.N.A.M. - Pumas,Puebla,True,False,4,2,1,1,4,2,0,0,0,0
No hay registro,2018-04-15,Estadio Luis Pirata Fuente,Veracruz,Clausura - 15,Veracruz,Leon,False,True,1,2,0,1,1,2,0,0,0,0
No hay registro,2018-04-21,Estadio Cuauhtémoc,Puebla,Clausura - 16,Puebla,Club America,True,False,3,1,1,0,3,1,0,0,0,0
No hay registro,2018-04-21,Estadio Jalisco,Guadalajara,Clausura - 16,Atlas,Guadalajara Chivas,True,False,1,0,1,0,1,0,0,0,0,0
No hay registro,2018-04-21,Estadio Azul,Ciudad de Mexico,Clausura - 16,Cruz Azul,Monarcas,True,False,2,0,2,0,2,0,0,0,0,0
No hay registro,2018-04-21,Estadio La Corregidora,Queretaro,Clausura - 16,Club Queretaro,Pachuca,False,False,0,0,0,0,0,0,0,0,0,0
No hay registro,2018-04-22,Estadio BBVA,Monterrey,Clausura - 16,Monterrey,Lobos Buap,True,False,4,0,1,0,4,0,0,0,0,0
No hay registro,2018-04-22,Estadio Nou Camp,Leon,Clausura - 16,Leon,Club Tijuana,False,False,1,1,0,0,1,1,0,0,0,0
No hay registro,2018-04-22,Estadio Victoria,Aguascalientes,Clausura - 16,Necaxa,Tigres UANL,False,False,1,1,0,1,1,1,0,0,0,0
No hay registro,2018-04-22,Estadio Nemesio Díez,Toluca,Clausura - 16,Toluca,Veracruz,True,False,3,0,1,0,3,0,0,0,0,0
No hay registro,2018-04-22,Estadio TSM Corona,Torreón,Clausura - 16,Santos Laguna,U.N.A.M. - Pumas,False,True,1,2,0,2,1,2,0,0,0,0
No hay registro,2018-04-28,Estadio Morelos,Morelia,Clausura - 17,Monarcas,Necaxa,False,False,2,2,1,1,2,2,0,0,0,0
No hay registro,2018-04-28,Estadio Caliente,Tijuana,Clausura - 17,Club Tijuana,Toluca,True,False,1,0,1,0,1,0,0,0,0,0
No hay registro,2018-04-28,Estadio Universitario BUAP,Puebla,Clausura - 17,Lobos Buap,Puebla,False,True,0,1,0,0,0,1,0,0,0,0
No hay registro,2018-04-29,Estadio Volcan,San Nicolás de los Garza,Clausura - 17,Tigres UANL,Monterrey,False,False,2,2,1,1,2,2,0,0,0,0
No hay registro,2018-04-29,Estadio Hidalgo,Pachuca,Clausura - 17,Pachuca,Atlas,False,False,0,0,0,0,0,0,0,0,0,0
No hay registro,2018-04-29,Estadio Azteca,Ciudad de Mexico,Clausura - 17,Club America,Santos Laguna,True,False,1,0,0,0,1,0,0,0,0,0
No hay registro,2018-04-29,Estadio AKRON,Zapopan,Clausura - 17,Guadalajara Chivas,Leon,False,True,0,2,0,1,0,2,0,0,0,0
No hay registro,2018-04-29,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 17,U.N.A.M. - Pumas,Club Queretaro,False,False,1,1,1,0,1,1,0,0,0,0
No hay registro,2018-04-29,Estadio Luis Pirata Fuente,Veracruz,Clausura - 17,Veracruz,Cruz Azul,False,True,1,2,0,1,1,2,0,0,0,0
Marco Ortíz,2017-07-22,Estadio Jose Maria Morelos y Pavon,Morelia,Apertura - 1,Monarcas,Monterrey,False,False,0,0,0,0,0,0,0,0,0,0
Roberto Garcia,2017-07-22,Estadio Caliente,Tijuana,Apertura - 1,Club Tijuana,Cruz Azul,False,True,0,2,0,1,0,2,0,0,0,0
Erick Miranda,2017-07-22,Estadio Universitario BUAP,Puebla,Apertura - 1,Lobos Buap,Santos Laguna,False,False,2,2,2,2,2,2,0,0,0,0
Oscar Macías,2017-07-22,Estadio Azteca,Ciudad de Mexico,Apertura - 1,Club America,Club Queretaro,False,True,0,1,0,0,0,1,0,0,0,0
Jorge Perez,2017-07-23,Estadio Volcan,Monterrey,Apertura - 1,Tigres UANL,Puebla,True,False,5,0,3,0,5,0,0,0,0,0
Jose Penaloza,2017-07-23,Estadio Nou Camp,Leon,Apertura - 1,Leon,Atlas,False,True,0,3,0,1,0,3,0,0,0,0
Jorge Rojas,2017-07-23,Estadio AKRON,Guadalajara,Apertura - 1,Guadalajara Chivas,Toluca,False,False,0,0,0,0,0,0,0,0,0,0
Diego Montaño,2017-07-23,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 1,U.N.A.M. - Pumas,Pachuca,True,False,1,0,1,0,1,0,0,0,0,0
Paul Delgadillo,2017-07-23,Estadio Luis Pirata Fuente,Veracruz,Apertura - 1,Veracruz,Necaxa,False,True,0,2,0,2,0,2,0,0,0,0
Oscar Macías,2017-07-29,Estadio Cuauhtemoc,Puebla,Apertura - 2,Puebla,Monarcas,False,False,1,1,1,1,1,1,0,0,0,0
Eduardo Galvan,2017-07-29,Estadio Jalisco,Guadalajara,Apertura - 2,Atlas,U.N.A.M. - Pumas,True,False,2,1,1,1,2,1,0,0,0,0
Fernando Hernandez,2017-07-29,Estadio La Corregidora,Queretaro,Apertura - 2,Club Queretaro,Lobos Buap,False,True,0,4,0,1,0,4,0,0,0,0
Fernando Guerrero,2017-07-29,Estadio Azul,Ciudad de Mexico,Apertura - 2,Cruz Azul,Guadalajara Chivas,False,False,1,1,1,0,1,1,0,0,0,0
Jorge Rojas,2017-07-30,Estadio BBVA,Monterrey,Apertura - 2,Monterrey,Veracruz,True,False,1,0,1,0,1,0,0,0,0,0
Cesar Ramos,2017-07-30,Estadio Miguel Hidalgo,Pachuca,Apertura - 2,Pachuca,Club America,False,True,0,2,0,1,0,2,0,0,0,0
Luis Santander,2017-07-30,Estadio Victoria,Aguascalientes,Apertura - 2,Necaxa,Club Tijuana,True,False,1,0,1,0,1,0,0,0,0,0
Marco Ortíz,2017-07-30,Estadio Nemesio Diez,Toluca,Apertura - 2,Toluca,Leon,True,False,3,1,2,0,3,1,0,0,0,0
Roberto Garcia,2017-07-30,Estadio TSM Corona,Torreón,Apertura - 2,Santos Laguna,Tigres UANL,False,False,1,1,0,1,1,1,0,0,0,0
Luis Santander,2017-08-05,Estadio Jose Maria Morelos y Pavon,Morelia,Apertura - 3,Monarcas,Santos Laguna,False,False,1,1,0,1,1,1,0,0,0,0
Fernando Guerrero,2017-08-05,Estadio Caliente,Tijuana,Apertura - 3,Club Tijuana,Monterrey,False,True,0,3,0,1,0,3,0,0,0,0
Roberto Rios,2017-08-05,Estadio Universitario BUAP,Puebla,Apertura - 3,Lobos Buap,Pachuca,True,False,3,2,0,0,3,2,0,0,0,0
Francisco Chacon,2017-08-06,Estadio Volcan,Monterrey,Apertura - 3,Tigres UANL,Club Queretaro,False,False,1,1,0,1,1,1,0,0,0,0
Paul Delgadillo,2017-08-06,Estadio Nou Camp,Leon,Apertura - 3,Leon,Cruz Azul,False,False,2,2,1,1,2,2,0,0,0,0
Erick Miranda,2017-08-06,Estadio Azteca,Ciudad de Mexico,Apertura - 3,Club America,U.N.A.M. - Pumas,True,False,2,1,1,1,2,1,0,0,0,0
Marco Ortíz,2017-08-06,Estadio AKRON,Guadalajara,Apertura - 3,Guadalajara Chivas,Necaxa,False,False,2,2,2,2,2,2,0,0,0,0
Jorge Perez,2017-08-06,Estadio Nemesio Diez,Toluca,Apertura - 3,Toluca,Atlas,True,False,3,2,1,1,3,2,0,0,0,0
Jose Penaloza,2017-08-06,Estadio Luis Pirata Fuente,Veracruz,Apertura - 3,Veracruz,Puebla,True,False,2,0,2,0,2,0,0,0,0,0
Adonai Escobedo,2017-08-12,Estadio Cuauhtemoc,Puebla,Apertura - 4,Puebla,Club Tijuana,False,False,1,1,0,0,1,1,0,0,0,0
Fernando Guerrero,2017-08-12,Estadio Jalisco,Guadalajara,Apertura - 4,Atlas,Club America,False,True,0,1,0,0,0,1,0,0,0,0
Paul Delgadillo,2017-08-12,Estadio La Corregidora,Queretaro,Apertura - 4,Club Queretaro,Monarcas,True,False,2,1,0,0,2,1,0,0,0,0
Luis Santander,2017-08-12,Estadio Azul,Ciudad de Mexico,Apertura - 4,Cruz Azul,Toluca,False,False,0,0,0,0,0,0,0,0,0,0
Roberto Garcia,2017-08-13,Estadio BBVA,Monterrey,Apertura - 4,Monterrey,Guadalajara Chivas,True,False,4,1,1,1,4,1,0,0,0,0
Jose Penaloza,2017-08-13,Estadio Miguel Hidalgo,Pachuca,Apertura - 4,Pachuca,Tigres UANL,True,False,2,1,1,1,2,1,0,0,0,0
Jorge Rojas,2017-08-13,Estadio Victoria,Aguascalientes,Apertura - 4,Necaxa,Leon,False,True,0,3,0,0,0,3,0,0,0,0
Oscar Macías,2017-08-13,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 4,U.N.A.M. - Pumas,Lobos Buap,True,False,2,0,0,0,2,0,0,0,0,0
Francisco Chacon,2017-08-13,Estadio TSM Corona,Torreón,Apertura - 4,Santos Laguna,Veracruz,False,True,2,3,0,1,2,3,0,0,0,0
Adonai Escobedo,2017-08-19,Estadio Jose Maria Morelos y Pavon,Morelia,Apertura - 5,Monarcas,Pachuca,False,True,1,2,1,2,1,2,0,0,0,0
Diego Montaño,2017-08-19,Estadio Caliente,Tijuana,Apertura - 5,Club Tijuana,Santos Laguna,True,False,2,0,2,0,2,0,0,0,0,0
Roberto Garcia,2017-08-19,Estadio Universitario BUAP,Puebla,Apertura - 5,Lobos Buap,Club America,False,True,2,3,2,2,2,3,0,0,0,0
Oscar Macías,2017-08-19,Estadio Azul,Ciudad de Mexico,Apertura - 5,Cruz Azul,Atlas,True,False,2,1,2,0,2,1,0,0,0,0
Fernando Guerrero,2017-08-20,Estadio Volcan,Monterrey,Apertura - 5,Tigres UANL,U.N.A.M. - Pumas,True,False,2,0,1,0,2,0,0,0,0,0
Cesar Ramos,2017-08-20,Estadio Luis Pirata Fuente,Veracruz,Apertura - 5,Veracruz,Club Queretaro,False,False,1,1,1,0,1,1,0,0,0,0
Francisco Chacon,2017-08-20,Estadio Nou Camp,Leon,Apertura - 5,Leon,Monterrey,False,True,1,2,0,2,1,2,0,0,0,0
Roberto Rios,2017-08-20,Estadio AKRON,Guadalajara,Apertura - 5,Guadalajara Chivas,Puebla,False,True,0,1,0,1,0,1,0,0,0,0
Jose Penaloza,2017-08-20,Estadio Nemesio Diez,Toluca,Apertura - 5,Toluca,Necaxa,False,False,0,0,0,0,0,0,0,0,0,0
Erick Miranda,2017-08-23,Estadio Miguel Hidalgo,Pachuca,Apertura - 6,Pachuca,Veracruz,True,False,4,1,2,0,4,1,0,0,0,0
Adonai Escobedo,2017-08-23,Estadio Jalisco,Guadalajara,Apertura - 6,Atlas,Lobos Buap,False,False,1,1,0,0,1,1,0,0,0,0
Fernando Hernandez,2017-08-23,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 6,U.N.A.M. - Pumas,Monarcas,False,True,1,2,0,0,1,2,0,0,0,0
Jorge Rojas,2017-08-23,Estadio La Corregidora,Queretaro,Apertura - 6,Club Queretaro,Club Tijuana,False,True,1,3,0,2,1,3,0,0,0,0
Marco Ortíz,2017-08-24,Estadio Azteca,Ciudad de Mexico,Apertura - 6,Club America,Tigres UANL,False,False,2,2,1,1,2,2,0,0,0,0
Jorge Perez,2017-08-24,Estadio Cuauhtemoc,Puebla,Apertura - 6,Puebla,Leon,False,True,0,1,0,1,0,1,0,0,0,0
Cesar Ramos,2017-08-24,Estadio TSM Corona,Torreón,Apertura - 6,Santos Laguna,Guadalajara Chivas,False,False,1,1,0,1,1,1,0,0,0,0
Paul Delgadillo,2017-08-24,Estadio BBVA,Monterrey,Apertura - 6,Monterrey,Toluca,True,False,4,1,2,0,4,1,0,0,0,0
Francisco Chacon,2017-08-24,Estadio Victoria,Aguascalientes,Apertura - 6,Necaxa,Cruz Azul,False,False,1,1,0,0,1,1,0,0,0,0
Roberto Garcia,2017-08-26,Estadio Caliente,Tijuana,Apertura - 7,Club Tijuana,Pachuca,True,False,2,1,1,0,2,1,0,0,0,0
Jose Penaloza,2017-08-26,Estadio Azul,Ciudad de Mexico,Apertura - 7,Cruz Azul,Monterrey,False,False,1,1,0,0,1,1,0,0,0,0
Jorge Rojas,2017-08-27,Estadio Volcan,Monterrey,Apertura - 7,Tigres UANL,Lobos Buap,True,False,3,2,1,1,3,2,0,0,0,0
Marco Ortíz,2017-08-27,Estadio Nou Camp,Leon,Apertura - 7,Leon,Santos Laguna,False,True,1,2,0,2,1,2,0,0,0,0
Jorge Perez,2017-08-27,Estadio Jose Maria Morelos y Pavon,Morelia,Apertura - 7,Monarcas,Club America,True,False,2,0,1,0,2,0,0,0,0,0
Paul Delgadillo,2017-08-27,Estadio Victoria,Aguascalientes,Apertura - 7,Necaxa,Atlas,True,False,2,1,1,1,2,1,0,0,0,0
Fernando Guerrero,2017-08-27,Estadio AKRON,Guadalajara,Apertura - 7,Guadalajara Chivas,Club Queretaro,False,False,0,0,0,0,0,0,0,0,0,0
Oscar Macías,2017-08-27,Estadio Nemesio Diez,Toluca,Apertura - 7,Toluca,Puebla,True,False,2,1,0,1,2,1,0,0,0,0
Luis Santander,2017-08-27,Estadio Luis Pirata Fuente,Veracruz,Apertura - 7,Veracruz,U.N.A.M. - Pumas,True,False,1,0,0,0,1,0,0,0,0,0
Erick Miranda,2017-09-09,Estadio Cuauhtemoc,Puebla,Apertura - 8,Puebla,Cruz Azul,False,False,0,0,0,0,0,0,0,0,0,0
Luis Santander,2017-09-09,Estadio Universitario BUAP,Puebla,Apertura - 8,Lobos Buap,Monarcas,False,True,1,3,0,3,1,3,0,0,0,0
Oscar Macías,2017-09-09,Estadio La Corregidora,Queretaro,Apertura - 8,Club Queretaro,Leon,False,True,1,2,0,1,1,2,0,0,0,0
Jorge Perez,2017-09-10,Estadio BBVA,Monterrey,Apertura - 8,Monterrey,Necaxa,True,False,1,0,0,0,1,0,0,0,0,0
Paul Delgadillo,2017-09-10,Estadio Miguel Hidalgo,Pachuca,Apertura - 8,Pachuca,Guadalajara Chivas,False,True,1,3,0,3,1,3,0,0,0,0
Jose Penaloza,2017-09-10,Estadio Azteca,Ciudad de Mexico,Apertura - 8,Club America,Veracruz,True,False,2,0,1,0,2,0,0,0,0,0
Francisco Chacon,2017-09-10,Estadio Olímpico Universitario,Ciudad de Mexico,Apertura - 8,U.N.A.M. - Pumas,Club Tijuana,False,True,0,2,0,0,0,2,0,0,0,0
Fernando Guerrero,2017-09-10,Estadio TSM Corona,Torreón,Apertura - 8,Santos Laguna,Toluca,False,False,0,0,0,0,0,0,0,0,0,0
Paul Delgadillo,2017-11-02,Estadio Jalisco,Guadalajara,Apertura - 8,Atlas,Tigres UANL,False,False,1,1,1,1,1,1,0,0,0,0
Paul Delgadillo,2017-09-16,Estadio Jose Maria Morelos y Pavon,Morelia,Apertura - 9,Monarcas,Tigres UANL,False,False,3,3,1,2,3,3,0,0,0,0
Luis Santander,2017-09-16,Estadio Caliente,Tijuana,Apertura - 9,Club Tijuana,Club America,False,False,1,1,0,1,1,1,0,0,0,0
Fernando Hernandez,2017-09-16,Estadio Azul,Ciudad de Mexico,Apertura - 9,Cruz Azul,Santos Laguna,True,False,2,1,0,1,2,1,0,0,0,0
Marco Ortíz,2017-09-17,Estadio BBVA,Monterrey,Apertura - 9,Monterrey,Atlas,True,False,2,1,1,1,2,1,0,0,0,0
Cesar Ramos,2017-09-17,Estadio Nou Camp,Leon,Apertura - 9,Leon,Pachuca,True,False,3,1,3,0,3,1,0,0,0,0
Jorge Rojas,2017-09-17,Estadio Victoria,Aguascalientes,Apertura - 9,Necaxa,Puebla,False,False,1,1,0,1,1,1,0,0,0,0
Roberto Garcia,2017-09-17,Estadio AKRON,Guadalajara,Apertura - 9,Guadalajara Chivas,U.N.A.M. - Pumas,False,False,1,1,0,1,1,1,0,0,0,0
Erick Miranda,2017-09-17,Estadio Nemesio Diez,Toluca,Apertura - 9,Toluca,Club Queretaro,True,False,3,2,3,2,3,2,0,0,0,0
Oscar Macías,2017-09-17,Estadio Luis Pirata Fuente,Veracruz,Apertura - 9,Veracruz,Lobos Buap,False,True,0,1,0,0,0,1,0,0,0,0
Marco Ortíz,2017-10-18,Estadio Universitario BUAP,Puebla,Apertura - 10,Lobos Buap,Club Tijuana,False,True,1,2,1,2,1,2,0,0,0,0
Erick Miranda,2017-10-18,Estadio La Corregidora,Queretaro,Apertura - 10,Club Queretaro,Cruz Azul,False,True,1,2,1,1,1,2,0,0,0,0
